
Age,Age_Group,Gender,Region,Household_Type,Occupation,IPTV_Provider,Subscription_Type,Digital_Literacy,OTT_Viewing_Ratio
50,45-54,Female,Other Urban,Two-Person,Professional/Managerial,KT,Triple-Play,Medium,0.39
34,25-34,Male,Seoul,Three-Person,Office Worker,KT,Family,Medium,0.59
47,45-54,Female,Other Urban,Three-Person,Professional/Managerial,SKB,Triple-Play,Medium,0.5
58,55-64,Female,Seoul,Two-Person,Retired/Unemployed,KT,Individual,Low,0.07
22,18-24,Male,Seoul,Three-Person,Student,KT,Family,High,0.66
6,5-12,Female,Other Urban,Two-Person,Student,LG U+,Family,Low,0.19
56,55-64,Female,Rural Areas,Four-or-More,Office Worker,KT,Family,Low,0.09
36,35-44,Male,Other Urban,Two-Person,Professional/Managerial,LG U+,Family,High,0.61
8,5-12,Male,Other Urban,Two-Person,Student,KT,Family,Low,0.17
88,65+,Male,Other Urban,Four-or-More,Homemaker,SKB,Family,Medium,0.56
12,5-12,Female,Other Urban,Single,Student,Other,Triple-Play,Low,0.29
64,55-64,Male,Seoul,Four-or-More,Retired/Unemployed,KT,Family,Low,0.36
86,65+,Male,Other Urban,Three-Person,Homemaker,KT,Triple-Play,Low,0.07
29,25-34,Female,Other Urban,Four-or-More,Office Worker,Other,Family,High,0.87
21,18-24,Male,Seoul,Single,Office Worker,LG U+,Individual,High,0.56
15,13-17,Female,Rural Areas,Three-Person,Student,SKB,Triple-Play,Medium,0.57
28,25-34,Female,Rural Areas,Three-Person,Office Worker,SKB,Family,High,0.85
17,13-17,Female,Other Urban,Three-Person,Student,KT,Family,High,0.9
55,55-64,Female,Other Urban,Single,Retired/Unemployed,LG U+,Individual,Low,0.45
5,5-12,Female,Seoul,Single,Student,LG U+,Triple-Play,Low,0.16
46,45-54,Male,Other Urban,Two-Person,Service Industry,LG U+,Family,Low,0.25
72,65+,Female,Other Urban,Two-Person,Retired/Unemployed,Other,Family,Low,0.27
71,65+,Male,Seoul,Three-Person,Homemaker,SKB,Family,Medium,0.55
54,45-54,Male,Other Urban,Two-Person,Professional/Managerial,SKB,Triple-Play,Medium,0.21
33,25-34,Female,Other Urban,Four-or-More,Office Worker,Other,Family,Medium,0.11
49,45-54,Female,Rural Areas,Two-Person,Service Industry,KT,Family,Medium,0.31
46,45-54,Male,Other Urban,Single,Service Industry,KT,Individual,Low,0.38
41,35-44,Male,Other Urban,Single,Professional/Managerial,KT,Triple-Play,Medium,0.45
16,13-17,Female,Other Urban,Three-Person,Student,Other,Family,High,0.6
71,65+,Female,Rural Areas,Two-Person,Homemaker,LG U+,Family,Low,0.05
41,35-44,Male,Other Urban,Two-Person,Office Worker,KT,Family,Medium,0.56
21,18-24,Female,Other Urban,Three-Person,Student,KT,Family,High,0.81
39,35-44,Male,Other Urban,Two-Person,Professional/Managerial,KT,Triple-Play,Medium,0.42
36,35-44,Male,Rural Areas,Four-or-More,Homemaker,KT,Triple-Play,Low,0.5
70,65+,Female,Other Urban,Four-or-More,Service Industry,Other,Family,Low,0.36
58,55-64,Female,Other Urban,Single,Homemaker,LG U+,Individual,Low,0.11
64,55-64,Female,Rural Areas,Four-or-More,Office Worker,Other,Triple-Play,Medium,0.2
1,0-4,Male,Rural Areas,Three-Person,Student,SKB,Family,Low,0.23
43,35-44,Female,Other Urban,Two-Person,Office Worker,SKB,Family,High,0.78
41,35-44,Female,Other Urban,Two-Person,Office Worker,SKB,Individual,Medium,0.07
3,0-4,Male,Other Urban,Four-or-More,Student,Other,Family,Low,0.17
29,25-34,Female,Other Urban,Four-or-More,Office Worker,Other,Family,Medium,0.6
57,55-64,Female,Other Urban,Two-Person,Service Industry,Other,Family,Low,0.5
16,13-17,Male,Other Urban,Single,Student,SKB,Triple-Play,High,0.65
54,45-54,Female,Seoul,Three-Person,Service Industry,KT,Triple-Play,Medium,0.76
34,25-34,Male,Other Urban,Single,Office Worker,SKB,Individual,High,0.54
3,0-4,Male,Seoul,Three-Person,Student,KT,Triple-Play,Low,0.61
27,25-34,Female,Other Urban,Three-Person,Office Worker,KT,Triple-Play,Medium,0.77
80,65+,Female,Seoul,Single,Retired/Unemployed,KT,Individual,Low,0.44
62,55-64,Female,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.16
67,65+,Male,Other Urban,Three-Person,Retired/Unemployed,SKB,Family,Medium,0.35
41,35-44,Female,Other Urban,Single,Office Worker,KT,Individual,High,0.58
17,13-17,Male,Other Urban,Single,Student,SKB,Individual,High,0.96
51,45-54,Male,Seoul,Three-Person,Service Industry,KT,Family,Medium,0.6
36,35-44,Female,Other Urban,Four-or-More,Office Worker,SKB,Triple-Play,High,0.68
74,65+,Male,Other Urban,Three-Person,Retired/Unemployed,LG U+,Family,Low,0.4
15,13-17,Female,Other Urban,Two-Person,Student,KT,Family,Medium,0.62
44,35-44,Male,Seoul,Two-Person,Office Worker,LG U+,Triple-Play,Medium,0.48
18,18-24,Male,Rural Areas,Single,Student,LG U+,Individual,Medium,0.44
27,25-34,Female,Other Urban,Three-Person,Office Worker,SKB,Family,High,0.84
56,55-64,Female,Other Urban,Two-Person,Service Industry,SKB,Triple-Play,Medium,0.57
43,35-44,Male,Seoul,Four-or-More,Service Industry,SKB,Triple-Play,Medium,0.23
44,35-44,Male,Seoul,Four-or-More,Service Industry,KT,Triple-Play,Low,0.26
43,35-44,Male,Seoul,Single,Professional/Managerial,LG U+,Individual,High,0.78
38,35-44,Female,Other Urban,Four-or-More,Office Worker,SKB,Triple-Play,High,0.77
63,55-64,Female,Other Urban,Four-or-More,Service Industry,KT,Triple-Play,Low,0.14
83,65+,Female,Other Urban,Three-Person,Retired/Unemployed,LG U+,Family,Low,0.49
71,65+,Male,Other Urban,Single,Retired/Unemployed,LG U+,Triple-Play,Medium,0.09
61,55-64,Female,Other Urban,Three-Person,Retired/Unemployed,KT,Family,Low,0.18
32,25-34,Female,Other Urban,Single,Office Worker,LG U+,Individual,Medium,0.37
64,55-64,Male,Other Urban,Two-Person,Homemaker,SKB,Individual,Low,0.26
38,35-44,Male,Seoul,Single,Office Worker,KT,Triple-Play,Medium,0.46
27,25-34,Female,Seoul,Two-Person,Professional/Managerial,LG U+,Triple-Play,High,0.68
83,65+,Female,Other Urban,Four-or-More,Service Industry,SKB,Family,Medium,0.58
11,5-12,Male,Other Urban,Single,Student,KT,Individual,Low,0.37
85,65+,Female,Other Urban,Three-Person,Retired/Unemployed,Other,Triple-Play,Low,0.07
35,35-44,Female,Other Urban,Single,Office Worker,LG U+,Individual,High,0.71
54,45-54,Female,Other Urban,Three-Person,Homemaker,LG U+,Triple-Play,Medium,0.79
57,55-64,Male,Seoul,Three-Person,Office Worker,SKB,Family,Low,0.64
86,65+,Male,Other Urban,Single,Retired/Unemployed,LG U+,Individual,Low,0.31
47,45-54,Female,Rural Areas,Two-Person,Service Industry,LG U+,Family,Low,0.17
49,45-54,Female,Seoul,Four-or-More,Office Worker,Other,Triple-Play,Medium,0.45
5,5-12,Male,Other Urban,Two-Person,Student,Other,Triple-Play,Low,0.18
46,45-54,Male,Rural Areas,Three-Person,Service Industry,SKB,Triple-Play,Medium,0.83
20,18-24,Male,Seoul,Three-Person,Office Worker,KT,Family,High,0.55
56,55-64,Male,Rural Areas,Single,Retired/Unemployed,KT,Triple-Play,Low,0.5
50,45-54,Male,Other Urban,Four-or-More,Service Industry,SKB,Triple-Play,Low,0.06
60,55-64,Male,Other Urban,Two-Person,Retired/Unemployed,LG U+,Family,Low,0.58
7,5-12,Female,Seoul,Two-Person,Student,LG U+,Triple-Play,Low,0.13
7,5-12,Female,Rural Areas,Single,Student,LG U+,Individual,Low,0.09
62,55-64,Female,Rural Areas,Two-Person,Retired/Unemployed,SKB,Individual,Medium,0.61
8,5-12,Male,Other Urban,Three-Person,Student,KT,Family,Low,0.49
9,5-12,Male,Other Urban,Two-Person,Student,KT,Individual,Low,0.58
2,0-4,Male,Other Urban,Three-Person,Student,LG U+,Family,Low,0.14
66,65+,Female,Other Urban,Three-Person,Retired/Unemployed,LG U+,Family,Low,0.17
63,55-64,Female,Rural Areas,Two-Person,Homemaker,Other,Family,Low,0.76
36,35-44,Female,Other Urban,Two-Person,Professional/Managerial,SKB,Triple-Play,Medium,0.48
25,25-34,Female,Other Urban,Four-or-More,Professional/Managerial,Other,Triple-Play,High,0.81
44,35-44,Male,Rural Areas,Four-or-More,Service Industry,KT,Family,Medium,0.67
56,55-64,Male,Rural Areas,Two-Person,Homemaker,SKB,Family,Low,0.28
61,55-64,Female,Other Urban,Three-Person,Retired/Unemployed,KT,Family,Low,0.44
22,18-24,Female,Other Urban,Single,Student,KT,Individual,High,0.62
23,18-24,Male,Rural Areas,Single,Student,Other,Individual,High,0.59
16,13-17,Female,Other Urban,Three-Person,Student,LG U+,Triple-Play,High,0.68
55,55-64,Male,Other Urban,Two-Person,Homemaker,KT,Family,Medium,0.46
60,55-64,Female,Other Urban,Single,Service Industry,KT,Individual,Medium,0.65
32,25-34,Female,Rural Areas,Three-Person,Office Worker,KT,Family,Medium,0.36
4,0-4,Female,Seoul,Four-or-More,Student,KT,Family,Low,0.05
7,5-12,Female,Other Urban,Four-or-More,Student,LG U+,Triple-Play,Low,0.42
65,65+,Male,Other Urban,Two-Person,Homemaker,SKB,Family,Medium,0.57
28,25-34,Female,Rural Areas,Two-Person,Office Worker,SKB,Triple-Play,Medium,0.73
55,55-64,Female,Seoul,Single,Service Industry,KT,Individual,Low,0.7
52,45-54,Female,Other Urban,Three-Person,Service Industry,KT,Triple-Play,Medium,0.69
39,35-44,Female,Seoul,Four-or-More,Office Worker,KT,Triple-Play,Medium,0.73
18,18-24,Female,Rural Areas,Four-or-More,Homemaker,LG U+,Family,Low,0.21
13,13-17,Male,Other Urban,Three-Person,Student,Other,Family,High,0.64
54,45-54,Male,Other Urban,Single,Office Worker,KT,Individual,High,0.84
56,55-64,Male,Rural Areas,Two-Person,Service Industry,KT,Individual,Medium,0.39
53,45-54,Female,Other Urban,Two-Person,Professional/Managerial,KT,Family,Medium,0.4
52,45-54,Female,Other Urban,Four-or-More,Office Worker,KT,Triple-Play,Medium,0.57
11,5-12,Female,Rural Areas,Single,Student,KT,Triple-Play,Low,0.34
67,65+,Female,Other Urban,Two-Person,Retired/Unemployed,Other,Family,Low,0.12
56,55-64,Male,Seoul,Single,Homemaker,LG U+,Individual,Low,0.58
31,25-34,Male,Other Urban,Three-Person,Retired/Unemployed,KT,Triple-Play,Low,0.52
79,65+,Male,Other Urban,Three-Person,Retired/Unemployed,SKB,Family,Low,0.35
49,45-54,Female,Other Urban,Three-Person,Retired/Unemployed,KT,Triple-Play,Low,0.34
50,45-54,Female,Other Urban,Three-Person,Retired/Unemployed,KT,Family,Medium,0.51
58,55-64,Male,Rural Areas,Two-Person,Retired/Unemployed,LG U+,Triple-Play,Low,0.59
56,55-64,Female,Other Urban,Single,Retired/Unemployed,SKB,Individual,Low,0.58
63,55-64,Female,Other Urban,Two-Person,Service Industry,SKB,Family,Low,0.2
15,13-17,Male,Other Urban,Four-or-More,Student,LG U+,Triple-Play,High,0.82
31,25-34,Male,Other Urban,Single,Office Worker,SKB,Individual,High,0.96
78,65+,Male,Seoul,Single,Retired/Unemployed,KT,Triple-Play,Medium,0.46
32,25-34,Female,Other Urban,Two-Person,Office Worker,SKB,Individual,High,0.59
36,35-44,Female,Other Urban,Two-Person,Office Worker,KT,Family,High,0.76
40,35-44,Female,Other Urban,Two-Person,Professional/Managerial,SKB,Family,High,0.78
42,35-44,Male,Other Urban,Two-Person,Office Worker,SKB,Individual,High,0.9
51,45-54,Female,Other Urban,Four-or-More,Professional/Managerial,Other,Family,Medium,0.64
75,65+,Male,Other Urban,Three-Person,Retired/Unemployed,LG U+,Triple-Play,Low,0.35
27,25-34,Male,Other Urban,Single,Service Industry,LG U+,Individual,Medium,0.64
13,13-17,Male,Rural Areas,Three-Person,Student,SKB,Family,High,0.77
23,18-24,Female,Other Urban,Three-Person,Office Worker,LG U+,Triple-Play,High,0.97
70,65+,Female,Other Urban,Four-or-More,Retired/Unemployed,LG U+,Family,Medium,0.06
52,45-54,Male,Other Urban,Two-Person,Office Worker,KT,Family,High,0.88
30,25-34,Male,Other Urban,Single,Office Worker,KT,Individual,Medium,0.8
69,65+,Male,Other Urban,Four-or-More,Office Worker,KT,Family,Low,0.37
72,65+,Female,Seoul,Three-Person,Retired/Unemployed,SKB,Family,Medium,0.73
66,65+,Male,Other Urban,Two-Person,Retired/Unemployed,LG U+,Triple-Play,Low,0.17
79,65+,Male,Seoul,Single,Homemaker,KT,Individual,Low,0.1
25,25-34,Female,Seoul,Three-Person,Service Industry,LG U+,Triple-Play,Low,0.26
55,55-64,Male,Other Urban,Single,Homemaker,SKB,Individual,Low,0.35
38,35-44,Male,Rural Areas,Single,Office Worker,Other,Triple-Play,High,0.71
86,65+,Female,Other Urban,Single,Homemaker,LG U+,Triple-Play,Low,0.27
63,55-64,Female,Other Urban,Two-Person,Retired/Unemployed,Other,Family,Low,0.14
55,55-64,Male,Other Urban,Two-Person,Retired/Unemployed,KT,Individual,Low,0.36
55,55-64,Female,Rural Areas,Single,Homemaker,Other,Triple-Play,Medium,0.55
22,18-24,Male,Other Urban,Single,Office Worker,KT,Individual,High,0.89
49,45-54,Male,Other Urban,Single,Service Industry,LG U+,Individual,Low,0.36
90,65+,Male,Seoul,Single,Retired/Unemployed,KT,Individual,Medium,0.5
85,65+,Male,Other Urban,Two-Person,Homemaker,LG U+,Triple-Play,Medium,0.55
9,5-12,Female,Other Urban,Single,Student,Other,Individual,Low,0.58
19,18-24,Female,Rural Areas,Single,Office Worker,LG U+,Individual,Medium,0.18
15,13-17,Male,Other Urban,Two-Person,Student,SKB,Triple-Play,High,0.81
63,55-64,Female,Other Urban,Single,Retired/Unemployed,SKB,Individual,Medium,0.3
77,65+,Male,Other Urban,Single,Homemaker,KT,Individual,Medium,0.67
25,25-34,Male,Other Urban,Three-Person,Professional/Managerial,SKB,Triple-Play,High,0.57
48,45-54,Female,Other Urban,Two-Person,Office Worker,KT,Triple-Play,High,0.54
89,65+,Female,Other Urban,Four-or-More,Homemaker,LG U+,Family,Medium,0.71
62,55-64,Male,Other Urban,Two-Person,Retired/Unemployed,Other,Triple-Play,Low,0.14
54,45-54,Male,Other Urban,Four-or-More,Office Worker,Other,Triple-Play,High,0.82
53,45-54,Female,Other Urban,Single,Office Worker,SKB,Individual,High,0.89
45,45-54,Male,Rural Areas,Two-Person,Homemaker,SKB,Family,Low,0.15
33,25-34,Male,Rural Areas,Two-Person,Homemaker,SKB,Triple-Play,Medium,0.32
47,45-54,Male,Other Urban,Four-or-More,Professional/Managerial,LG U+,Family,High,0.59
64,55-64,Female,Other Urban,Two-Person,Retired/Unemployed,KT,Family,Low,0.27
89,65+,Female,Rural Areas,Four-or-More,Retired/Unemployed,LG U+,Triple-Play,Low,0.27
45,45-54,Male,Seoul,Two-Person,Professional/Managerial,KT,Triple-Play,High,0.87
55,55-64,Male,Other Urban,Three-Person,Retired/Unemployed,SKB,Triple-Play,Low,0.2
18,18-24,Female,Other Urban,Four-or-More,Student,LG U+,Triple-Play,High,0.96
40,35-44,Male,Other Urban,Four-or-More,Service Industry,Other,Family,Medium,0.6
3,0-4,Male,Rural Areas,Three-Person,Student,LG U+,Triple-Play,Low,0.33
31,25-34,Female,Rural Areas,Single,Professional/Managerial,KT,Individual,High,0.57
59,55-64,Male,Rural Areas,Single,Retired/Unemployed,SKB,Individual,Low,0.11
90,65+,Male,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.17
13,13-17,Female,Seoul,Single,Student,Other,Individual,Medium,0.34
42,35-44,Female,Other Urban,Single,Professional/Managerial,KT,Individual,High,0.79
60,55-64,Male,Other Urban,Two-Person,Retired/Unemployed,Other,Family,Low,0.14
21,18-24,Female,Seoul,Three-Person,Student,Other,Triple-Play,Medium,0.2
52,45-54,Female,Seoul,Single,Homemaker,LG U+,Individual,Low,0.46
57,55-64,Male,Rural Areas,Two-Person,Service Industry,KT,Family,Low,0.31
48,45-54,Male,Rural Areas,Two-Person,Professional/Managerial,KT,Family,Medium,0.21
24,18-24,Male,Other Urban,Four-or-More,Student,LG U+,Triple-Play,High,0.81
40,35-44,Male,Other Urban,Single,Office Worker,LG U+,Triple-Play,Medium,0.75
61,55-64,Female,Other Urban,Two-Person,Service Industry,Other,Individual,Low,0.24
48,45-54,Female,Other Urban,Four-or-More,Office Worker,KT,Triple-Play,High,0.65
3,0-4,Female,Other Urban,Single,Student,LG U+,Individual,Low,0.45
61,55-64,Female,Other Urban,Three-Person,Office Worker,SKB,Triple-Play,Low,0.21
10,5-12,Male,Rural Areas,Four-or-More,Student,KT,Triple-Play,Low,0.52
62,55-64,Male,Other Urban,Single,Retired/Unemployed,SKB,Individual,Low,0.26
18,18-24,Female,Other Urban,Four-or-More,Service Industry,SKB,Family,Medium,0.55
90,65+,Female,Other Urban,Three-Person,Retired/Unemployed,KT,Triple-Play,Low,0.28
41,35-44,Female,Seoul,Single,Service Industry,KT,Individual,Low,0.48
31,25-34,Male,Other Urban,Single,Student,SKB,Individual,High,0.9
20,18-24,Female,Other Urban,Two-Person,Student,SKB,Family,High,0.26
31,25-34,Female,Rural Areas,Four-or-More,Professional/Managerial,KT,Family,High,0.97
71,65+,Male,Other Urban,Single,Office Worker,KT,Triple-Play,Medium,0.21
74,65+,Female,Seoul,Three-Person,Retired/Unemployed,Other,Family,Low,0.18
44,35-44,Female,Other Urban,Single,Office Worker,LG U+,Individual,High,0.58
42,35-44,Male,Seoul,Three-Person,Office Worker,LG U+,Triple-Play,Medium,0.5
63,55-64,Female,Other Urban,Three-Person,Office Worker,KT,Triple-Play,Low,0.28
73,65+,Male,Other Urban,Two-Person,Retired/Unemployed,KT,Triple-Play,Low,0.46
46,45-54,Female,Other Urban,Three-Person,Service Industry,LG U+,Family,Low,0.43
41,35-44,Female,Other Urban,Four-or-More,Office Worker,KT,Triple-Play,Medium,0.75
41,35-44,Female,Other Urban,Two-Person,Service Industry,SKB,Family,Low,0.2
58,55-64,Male,Other Urban,Three-Person,Retired/Unemployed,KT,Family,Low,0.22
0,0-4,Male,Rural Areas,Single,Student,SKB,Triple-Play,Low,0.08
52,45-54,Male,Other Urban,Three-Person,Office Worker,LG U+,Family,Medium,0.58
35,35-44,Male,Other Urban,Three-Person,Office Worker,Other,Family,Medium,0.51
56,55-64,Male,Other Urban,Two-Person,Retired/Unemployed,Other,Triple-Play,Low,0.14
9,5-12,Female,Rural Areas,Three-Person,Student,Other,Family,Low,0.55
46,45-54,Female,Other Urban,Two-Person,Retired/Unemployed,LG U+,Family,Low,0.31
42,35-44,Female,Other Urban,Four-or-More,Service Industry,SKB,Family,Medium,0.51
45,45-54,Female,Other Urban,Single,Office Worker,KT,Triple-Play,High,0.81
8,5-12,Female,Rural Areas,Single,Student,SKB,Individual,Low,0.08
54,45-54,Female,Other Urban,Four-or-More,Professional/Managerial,KT,Family,High,0.72
49,45-54,Female,Other Urban,Four-or-More,Office Worker,LG U+,Family,Medium,0.25
53,45-54,Female,Rural Areas,Two-Person,Retired/Unemployed,SKB,Family,Low,0.51
51,45-54,Female,Other Urban,Four-or-More,Office Worker,LG U+,Triple-Play,High,0.95
62,55-64,Male,Other Urban,Three-Person,Homemaker,LG U+,Family,Medium,0.75
63,55-64,Male,Seoul,Four-or-More,Service Industry,KT,Family,Low,0.1
31,25-34,Female,Other Urban,Two-Person,Office Worker,LG U+,Triple-Play,High,0.74
85,65+,Female,Other Urban,Single,Retired/Unemployed,LG U+,Individual,Low,0.24
49,45-54,Female,Rural Areas,Two-Person,Service Industry,LG U+,Triple-Play,Medium,0.36
12,5-12,Male,Other Urban,Four-or-More,Student,LG U+,Family,Low,0.14
6,5-12,Female,Other Urban,Two-Person,Student,KT,Family,Low,0.14
30,25-34,Male,Rural Areas,Four-or-More,Service Industry,Other,Family,Low,0.48
59,55-64,Female,Rural Areas,Three-Person,Retired/Unemployed,SKB,Triple-Play,Low,0.15
63,55-64,Female,Other Urban,Two-Person,Service Industry,Other,Triple-Play,Medium,0.55
57,55-64,Female,Seoul,Two-Person,Homemaker,LG U+,Triple-Play,Low,0.23
47,45-54,Female,Other Urban,Two-Person,Office Worker,KT,Family,Medium,0.57
41,35-44,Male,Other Urban,Three-Person,Service Industry,Other,Triple-Play,Low,0.2
24,18-24,Female,Seoul,Single,Office Worker,Other,Individual,High,0.47
30,25-34,Male,Seoul,Four-or-More,Office Worker,SKB,Family,High,0.8
37,35-44,Male,Other Urban,Two-Person,Service Industry,LG U+,Triple-Play,Low,0.36
10,5-12,Male,Seoul,Four-or-More,Student,Other,Triple-Play,Low,0.31
31,25-34,Female,Other Urban,Two-Person,Office Worker,KT,Family,Medium,0.69
49,45-54,Female,Other Urban,Two-Person,Service Industry,Other,Family,Low,0.58
61,55-64,Female,Other Urban,Two-Person,Homemaker,LG U+,Family,Low,0.18
82,65+,Female,Seoul,Three-Person,Retired/Unemployed,LG U+,Family,Low,0.47
86,65+,Male,Other Urban,Single,Service Industry,SKB,Triple-Play,Low,0.2
52,45-54,Female,Seoul,Four-or-More,Professional/Managerial,SKB,Triple-Play,Medium,0.45
35,35-44,Male,Other Urban,Two-Person,Office Worker,Other,Family,High,0.79
48,45-54,Female,Other Urban,Four-or-More,Office Worker,SKB,Family,High,0.88
55,55-64,Male,Other Urban,Four-or-More,Homemaker,SKB,Family,Low,0.21
13,13-17,Female,Other Urban,Three-Person,Student,SKB,Family,Medium,0.23
44,35-44,Female,Other Urban,Two-Person,Retired/Unemployed,SKB,Individual,Medium,0.27
76,65+,Male,Other Urban,Two-Person,Retired/Unemployed,SKB,Triple-Play,Low,0.28
42,35-44,Female,Other Urban,Four-or-More,Office Worker,KT,Family,Medium,0.67
51,45-54,Male,Other Urban,Two-Person,Retired/Unemployed,SKB,Family,Low,0.65
54,45-54,Female,Other Urban,Three-Person,Office Worker,KT,Family,High,0.81
22,18-24,Female,Other Urban,Three-Person,Student,SKB,Triple-Play,Medium,0.83
35,35-44,Male,Rural Areas,Two-Person,Office Worker,SKB,Triple-Play,High,0.64
26,25-34,Male,Other Urban,Two-Person,Homemaker,SKB,Family,Low,0.21
3,0-4,Female,Seoul,Single,Student,KT,Individual,Low,0.31
0,0-4,Male,Seoul,Single,Student,KT,Triple-Play,Low,0.31
80,65+,Male,Rural Areas,Four-or-More,Retired/Unemployed,LG U+,Family,Low,0.19
27,25-34,Male,Rural Areas,Four-or-More,Service Industry,SKB,Triple-Play,Medium,0.61
52,45-54,Female,Other Urban,Single,Professional/Managerial,SKB,Individual,Medium,0.32
32,25-34,Female,Other Urban,Four-or-More,Office Worker,KT,Triple-Play,Medium,0.7
